Date-Time,Instantaneous computed discharge (cfs),Computed instantaneous suspended sediment (mg/L),"Computed instantaneous suspended sediment, lower 90% prediction (mg/L)","Computed instantaneous suspended sediment, upper 90% prediction (mg/L)",Instantaneous specific conductance at 25 degrees Celsius (uS/cm),Instantaneous turbidity (FNU)
09/22/2019 18:00,913,27,22,31,650,9.7
09/22/2019 17:00,913,28,23,33,660,10
09/22/2019 16:00,910,26,22,30,660,9.2
09/22/2019 15:00,906,27,23,32,660,9.9
09/22/2019 14:00,910,27,22,32,660,9.8
09/22/2019 13:00,906,26,22,31,660,9.4
09/22/2019 12:00,899,26,22,31,660,9.6
09/22/2019 11:00,902,27,23,33,660,10
09/22/2019 10:00,895,25,21,29,660,8.5
09/22/2019 09:00,895,29,25,35,660,12
09/22/2019 08:00,902,29,25,34,650,11
09/22/2019 07:00,902,30,25,35,650,12
09/22/2019 06:00,902,29,24,34,650,11
09/22/2019 05:00,902,31,26,36,650,12
09/22/2019 04:00,906,26,22,31,650,9.4
09/22/2019 03:00,906,26,22,31,650,9.5
09/22/2019 02:00,906,28,23,33,650,10
09/22/2019 01:00,910,27,23,32,650,9.8
09/22/2019 00:00,910,26,22,31,650,9.2
09/21/2019 23:00,910,25,21,30,650,8.7
09/21/2019 22:00,913,26,22,31,650,9.1
09/21/2019 21:00,913,26,22,31,650,9.4
09/21/2019 20:00,917,29,25,34,650,11
09/21/2019 19:00,913,26,22,30,650,8.9
09/21/2019 18:00,913,30,25,35,650,12
09/21/2019 17:00,913,28,24,34,650,11
09/21/2019 16:00,913,34,28,40,650,15
09/21/2019 15:00,910,24,20,29,650,8.0
09/21/2019 14:00,906,30,26,36,650,12
09/21/2019 13:00,892,27,23,32,650,10
09/21/2019 12:00,895,29,25,34,650,11
09/21/2019 11:00,899,27,23,32,650,9.7
09/21/2019 10:00,902,28,24,33,650,11
09/21/2019 09:00,906,31,27,37,650,13
09/21/2019 08:00,910,31,26,36,650,12
09/21/2019 07:00,910,32,27,38,650,13
09/21/2019 06:00,910,31,26,37,650,13
09/21/2019 05:00,910,31,26,37,650,13
09/21/2019 04:00,910,33,28,38,650,14
09/21/2019 03:00,910,30,26,36,650,12
09/21/2019 02:00,906,32,27,38,650,13
09/21/2019 01:00,906,31,26,36,650,12
09/21/2019 00:00,906,29,25,35,650,11
09/20/2019 23:00,899,29,24,34,650,11
09/20/2019 22:00,895,29,24,34,650,11
09/20/2019 21:00,892,30,25,36,650,12
09/20/2019 20:00,888,25,21,30,650,8.9
09/20/2019 19:00,884,26,22,31,650,9.4
09/20/2019 18:00,881,28,24,33,650,11
09/20/2019 17:00,881,28,24,33,650,11
09/20/2019 16:00,881,29,25,34,650,11
09/20/2019 15:00,877,27,23,32,650,9.8
09/20/2019 14:00,877,26,22,30,650,8.9
09/20/2019 13:00,874,30,25,35,650,12
09/20/2019 12:00,870,26,22,30,650,8.9
09/20/2019 11:00,874,28,24,33,650,10
09/20/2019 10:00,874,27,23,32,650,9.7
09/20/2019 09:00,870,30,26,36,650,12
09/20/2019 08:00,874,31,26,36,650,12
09/20/2019 07:00,874,31,26,36,650,12
09/20/2019 06:00,874,33,28,39,650,14
09/20/2019 05:00,877,32,27,37,650,13
09/20/2019 04:00,881,32,27,38,640,13
09/20/2019 03:00,881,29,24,34,640,11
09/20/2019 02:00,884,28,24,33,640,10
09/20/2019 01:00,884,29,25,34,640,11
09/20/2019 00:00,884,28,23,33,640,10
09/19/2019 23:00,884,33,28,39,650,14
09/19/2019 22:00,884,28,23,33,650,10
09/19/2019 21:00,888,29,25,34,650,11
09/19/2019 20:00,888,27,23,32,650,9.7
09/19/2019 19:00,892,27,23,32,650,9.9
09/19/2019 18:00,895,32,27,38,650,13
09/19/2019 17:00,899,24,20,28,650,7.9
09/19/2019 16:00,902,25,21,29,650,8.3
09/19/2019 15:00,902,27,23,33,650,10
09/19/2019 14:00,906,25,21,30,650,8.6
09/19/2019 13:00,906,27,23,32,650,9.6
09/19/2019 12:00,910,28,23,33,640,10
09/19/2019 11:00,910,29,24,34,640,11
09/19/2019 10:00,913,31,27,37,640,13
09/19/2019 09:00,917,32,27,37,640,13
09/19/2019 08:00,917,33,28,39,640,14
09/19/2019 07:00,917,34,29,40,640,14
09/19/2019 06:00,921,33,28,39,640,13
09/19/2019 05:00,921,33,28,39,640,14
09/19/2019 04:00,924,31,26,36,640,12
09/19/2019 03:00,924,33,28,39,640,14
09/19/2019 02:00,924,28,23,33,640,9.9
09/19/2019 01:00,928,29,25,34,640,11
09/19/2019 00:00,924,29,25,34,640,11
09/18/2019 23:00,928,27,23,32,640,9.6
09/18/2019 22:00,924,28,24,33,640,10
09/18/2019 21:00,924,29,24,34,640,11
09/18/2019 20:00,924,30,26,36,640,12
09/18/2019 19:00,924,28,24,33,640,10
09/18/2019 18:00,924,27,23,32,640,9.8
09/18/2019 17:00,924,27,23,32,640,9.8
09/18/2019 16:00,921,27,23,32,640,9.9
09/18/2019 15:00,921,28,24,33,640,10
09/18/2019 14:00,921,29,25,34,640,11
09/18/2019 13:00,917,27,23,32,640,9.3
09/18/2019 12:00,917,30,25,35,640,11
09/18/2019 11:00,917,30,25,35,640,11
09/18/2019 10:00,917,33,28,39,640,14
09/18/2019 09:00,913,33,28,39,640,13
09/18/2019 08:00,913,32,27,37,640,12
09/18/2019 07:00,913,32,27,38,640,13
09/18/2019 06:00,913,32,28,38,640,13
09/18/2019 05:00,910,29,25,35,640,11
09/18/2019 04:00,910,30,26,36,640,12
09/18/2019 03:00,910,30,26,36,640,12
09/18/2019 02:00,910,31,26,36,640,12
09/18/2019 01:00,913,29,25,34,640,11
09/18/2019 00:00,913,31,26,36,640,12
09/17/2019 23:00,913,27,23,32,640,9.5
09/17/2019 22:00,917,29,25,34,640,11
09/17/2019 21:00,917,25,21,29,640,8.0
09/17/2019 20:00,917,27,23,32,640,9.6
09/17/2019 19:00,917,27,23,32,640,9.3
09/17/2019 18:00,921,25,21,30,640,8.3
09/17/2019 17:00,921,27,23,32,640,9.2
09/17/2019 16:00,924,28,24,33,640,9.8
09/17/2019 15:00,921,26,22,31,640,9.0
09/17/2019 14:00,921,26,22,31,640,8.7
09/17/2019 13:00,921,26,22,31,640,8.6
09/17/2019 12:00,921,27,23,32,640,9.3
09/17/2019 11:00,921,30,25,35,640,11
09/17/2019 10:00,921,29,25,35,640,11
09/17/2019 09:00,921,30,25,35,630,11
09/17/2019 08:00,921,29,25,35,630,11
09/17/2019 07:00,921,31,26,37,630,12
09/17/2019 06:00,921,29,24,34,630,10
09/17/2019 05:00,921,30,26,36,630,11
09/17/2019 04:00,924,30,25,35,630,11
09/17/2019 03:00,924,27,23,32,630,9.5
09/17/2019 02:00,924,29,25,35,630,11
09/17/2019 01:00,928,28,24,33,640,9.9
09/17/2019 00:00,924,30,26,35,640,11
09/16/2019 23:00,924,30,25,35,640,11
09/16/2019 22:00,928,29,24,34,640,11
09/16/2019 21:00,928,28,24,33,640,10
09/16/2019 20:00,932,27,23,32,640,9.7
09/16/2019 19:00,932,26,22,30,640,8.7
09/16/2019 18:00,932,26,22,31,640,8.9
09/16/2019 17:00,935,26,22,30,640,8.7
09/16/2019 16:00,935,25,21,29,640,8.1
09/16/2019 15:00,935,26,22,31,640,9.1
09/16/2019 14:00,935,27,23,32,640,9.6
09/16/2019 13:00,935,26,22,31,640,8.9
09/16/2019 12:00,932,31,26,36,640,12
09/16/2019 11:00,921,28,24,33,640,10
09/16/2019 10:00,917,31,27,37,630,12
09/16/2019 09:00,913,29,25,35,630,11
09/16/2019 08:00,910,32,27,38,630,12
09/16/2019 07:00,910,33,28,39,630,13
09/16/2019 06:00,906,34,29,40,620,13
09/16/2019 05:00,902,32,28,38,610,12
09/16/2019 04:00,899,36,30,42,610,14
09/16/2019 03:00,895,35,30,41,600,13
09/16/2019 02:00,892,32,27,38,600,11
09/16/2019 01:00,888,32,27,38,600,11
09/16/2019 00:00,884,33,28,39,600,12
09/15/2019 23:00,881,33,28,38,600,11
09/15/2019 22:00,877,31,27,37,600,11
09/15/2019 21:00,870,29,25,35,600,9.4
09/15/2019 20:00,863,30,25,35,600,9.8
09/15/2019 19:00,859,25,21,30,600,7.0
09/15/2019 18:00,849,29,25,34,600,9.4
09/15/2019 17:00,845,28,24,33,610,8.7
09/15/2019 16:00,838,28,24,33,610,8.8
09/15/2019 15:00,831,27,23,32,610,8.5
09/15/2019 14:00,824,28,24,33,610,9.1
09/15/2019 13:00,814,27,23,32,610,8.3
09/15/2019 12:00,807,28,24,33,610,9.1
09/15/2019 11:00,796,30,25,35,610,9.9
09/15/2019 10:00,793,30,26,35,610,10
09/15/2019 09:00,789,29,25,35,610,9.7
09/15/2019 08:00,779,30,26,36,610,10
09/15/2019 07:00,772,30,26,36,610,10
09/15/2019 06:00,766,29,24,34,620,9.6
09/15/2019 05:00,762,29,24,34,620,9.6
09/15/2019 04:00,756,23,19,27,620,6.6
09/15/2019 03:00,752,25,21,30,620,7.9
09/15/2019 02:00,752,25,21,29,620,7.5
09/15/2019 01:00,739,23,19,28,630,6.9
09/15/2019 00:00,742,25,21,30,630,7.9
09/14/2019 23:00,742,24,20,28,630,7.2
09/14/2019 22:00,742,22,19,27,630,6.5
09/14/2019 21:00,739,23,19,27,630,6.6
09/14/2019 20:00,735,21,18,26,630,6.0
09/14/2019 19:00,732,20,17,25,630,5.5
09/14/2019 18:00,729,21,17,25,630,5.7
09/14/2019 17:00,729,20,16,24,630,5.2
09/14/2019 16:00,725,22,18,26,630,6.4
09/14/2019 15:00,722,20,16,24,630,5.3
09/14/2019 14:00,716,21,17,25,630,5.8
09/14/2019 13:00,719,22,19,27,630,6.5
09/14/2019 12:00,716,21,18,25,630,5.9
09/14/2019 11:00,712,23,19,27,630,6.7
09/14/2019 10:00,709,23,20,28,630,6.9
09/14/2019 09:00,706,26,22,30,630,8.2
09/14/2019 08:00,706,26,22,31,630,8.5
09/14/2019 07:00,702,27,23,32,630,8.8
09/14/2019 06:00,702,28,23,32,630,9.3
09/14/2019 05:00,699,26,22,31,630,8.4
09/14/2019 04:00,699,25,21,30,630,7.9
09/14/2019 03:00,699,26,22,31,630,8.6
09/14/2019 02:00,699,23,19,27,630,6.6
09/14/2019 01:00,699,24,21,29,630,7.6
09/14/2019 00:00,699,22,19,27,630,6.6
09/13/2019 23:00,699,23,19,27,630,6.9
09/13/2019 22:00,696,23,19,27,630,6.9
09/13/2019 21:00,696,22,19,27,630,6.5
09/13/2019 20:00,696,21,17,25,630,5.7
09/13/2019 19:00,693,21,18,26,630,6.1
09/13/2019 18:00,689,20,17,24,630,5.4
09/13/2019 17:00,686,21,18,25,630,5.9
09/13/2019 16:00,680,21,17,25,630,5.6
09/13/2019 15:00,680,25,21,29,630,7.7
09/13/2019 14:00,683,22,18,26,630,6.1
09/13/2019 13:00,686,23,20,28,630,7.1
09/13/2019 12:00,689,24,20,28,630,7.3
09/13/2019 11:00,689,23,19,27,630,6.8
09/13/2019 10:00,686,26,22,30,630,8.3
09/13/2019 09:00,693,25,21,30,630,7.9
09/13/2019 08:00,686,25,21,29,630,7.9
09/13/2019 07:00,686,26,22,31,630,8.6
09/13/2019 06:00,686,27,23,32,640,9.4
09/13/2019 05:00,686,25,21,30,640,8.1
09/13/2019 04:00,686,26,22,30,640,8.4
09/13/2019 03:00,689,24,20,29,630,7.6
09/13/2019 02:00,689,24,20,28,640,7.3
09/13/2019 01:00,693,23,19,28,640,7.1
09/13/2019 00:00,696,22,19,27,640,6.7
09/12/2019 23:00,696,24,20,28,640,7.4
09/12/2019 22:00,696,22,19,26,640,6.6
09/12/2019 21:00,699,21,18,26,640,6.2
09/12/2019 20:00,699,22,18,26,640,6.5
09/12/2019 19:00,699,22,18,26,640,6.3
09/12/2019 18:00,702,21,18,25,640,6.1
09/12/2019 17:00,702,22,19,26,640,6.6
09/12/2019 16:00,702,20,16,24,640,5.3
09/12/2019 15:00,702,24,20,29,640,7.6
09/12/2019 14:00,702,22,18,26,640,6.3
09/12/2019 13:00,699,21,17,25,640,5.9
09/12/2019 12:00,696,23,19,27,630,7.0
09/12/2019 11:00,693,24,20,28,630,7.3
09/12/2019 10:00,686,23,20,28,630,7.2
09/12/2019 09:00,680,28,24,33,630,9.9
09/12/2019 08:00,677,24,20,29,630,7.6
09/12/2019 07:00,673,23,19,28,630,7.0
09/12/2019 06:00,673,25,21,29,630,7.9
09/12/2019 05:00,673,23,19,27,630,6.9
09/12/2019 04:00,670,22,19,27,630,6.5
09/12/2019 03:00,673,23,19,27,630,6.9
09/12/2019 02:00,673,22,18,26,630,6.4
09/12/2019 01:00,673,21,18,25,630,6.0
09/12/2019 00:00,677,21,18,26,630,6.1
09/11/2019 23:00,677,20,16,24,630,5.2
09/11/2019 22:00,677,19,16,23,630,5.0
09/11/2019 21:00,677,22,19,26,630,6.5
09/11/2019 20:00,677,19,16,23,630,5.1
09/11/2019 19:00,680,19,15,23,630,4.8
09/11/2019 18:00,683,18,15,22,630,4.7
09/11/2019 17:00,686,18,15,22,630,4.5
09/11/2019 16:00,686,19,16,23,630,4.9
09/11/2019 15:00,689,18,15,22,630,4.4
09/11/2019 14:00,696,19,16,23,630,4.9
09/11/2019 13:00,699,19,16,23,630,4.9
09/11/2019 12:00,702,23,19,27,630,6.7
09/11/2019 11:00,699,21,17,25,630,5.7
09/11/2019 10:00,706,23,19,27,630,6.6
09/11/2019 09:00,709,25,21,30,630,7.8
09/11/2019 08:00,712,23,19,27,630,6.6
09/11/2019 07:00,712,25,21,30,630,8.1
09/11/2019 06:00,716,24,20,29,630,7.5
09/11/2019 05:00,716,24,20,29,630,7.4
09/11/2019 04:00,719,24,20,28,630,7.2
09/11/2019 03:00,719,23,20,28,630,7.0
09/11/2019 02:00,722,23,19,27,630,6.8
09/11/2019 01:00,722,22,19,27,630,6.5
09/11/2019 00:00,725,23,20,28,630,7.0
09/10/2019 23:00,725,23,19,27,630,6.6
09/10/2019 22:00,729,21,17,25,630,5.8
09/10/2019 21:00,729,21,17,25,630,5.6
09/10/2019 20:00,729,22,18,26,630,6.1
09/10/2019 19:00,732,21,17,25,630,5.7
09/10/2019 18:00,732,19,16,23,630,4.9
09/10/2019 17:00,732,19,16,24,630,5.1
09/10/2019 16:00,732,19,16,23,640,5.1
09/10/2019 15:00,729,19,16,23,640,5.2
09/10/2019 14:00,732,20,17,24,640,5.4
09/10/2019 13:00,735,20,16,24,630,5.3
09/10/2019 12:00,735,20,17,24,630,5.5
09/10/2019 11:00,735,22,18,26,630,6.4
09/10/2019 10:00,742,21,18,25,630,5.9
09/10/2019 09:00,742,24,20,28,630,7.4
09/10/2019 08:00,745,24,21,29,630,7.7
09/10/2019 07:00,749,26,22,31,630,8.7
09/10/2019 06:00,749,24,20,28,630,7.4
09/10/2019 05:00,749,23,20,28,630,7.1
09/10/2019 04:00,752,24,20,29,630,7.5
09/10/2019 03:00,752,23,20,28,630,7.2
09/10/2019 02:00,752,23,19,27,630,6.9
09/10/2019 01:00,756,23,20,28,630,7.1
09/10/2019 00:00,756,22,18,26,640,6.5
09/09/2019 23:00,759,22,18,26,640,6.4
09/09/2019 22:00,759,21,18,25,640,6.0
09/09/2019 21:00,759,21,18,25,640,6.1
09/09/2019 20:00,756,20,16,24,640,5.3
09/09/2019 19:00,756,19,16,23,640,5.1
09/09/2019 18:00,752,20,17,24,640,5.4
09/09/2019 17:00,749,18,15,22,630,4.6
09/09/2019 16:00,749,18,15,22,630,4.7
09/09/2019 15:00,749,18,15,22,630,4.5
09/09/2019 14:00,745,21,17,25,630,5.9
09/09/2019 13:00,745,22,18,26,630,6.4
09/09/2019 12:00,742,22,19,27,630,6.6
09/09/2019 11:00,745,23,19,27,630,6.9
09/09/2019 10:00,745,25,21,30,630,8.0
09/09/2019 09:00,745,24,20,29,630,7.6
09/09/2019 08:00,745,25,21,30,630,7.9
09/09/2019 07:00,745,26,22,30,630,8.3
09/09/2019 06:00,742,24,21,29,630,7.6
09/09/2019 05:00,742,25,21,29,630,7.8
09/09/2019 04:00,742,25,21,30,630,7.9
09/09/2019 03:00,742,24,20,28,630,7.1
09/09/2019 02:00,742,24,20,28,630,7.2
09/09/2019 01:00,745,23,19,28,630,6.9
09/09/2019 00:00,749,23,19,27,630,6.8
09/08/2019 23:00,749,23,20,28,630,7.1
09/08/2019 22:00,749,24,20,29,630,7.6
09/08/2019 21:00,749,22,19,26,630,6.5
09/08/2019 20:00,752,22,18,26,640,6.4
09/08/2019 19:00,749,20,17,25,640,5.7
09/08/2019 18:00,749,20,17,24,640,5.5
09/08/2019 17:00,752,23,19,27,640,6.9
09/08/2019 16:00,749,22,19,26,630,6.5
09/08/2019 15:00,749,21,18,26,630,6.1
09/08/2019 14:00,752,22,18,26,630,6.4
09/08/2019 13:00,752,23,19,27,630,7.0
09/08/2019 12:00,749,24,20,28,640,7.3
09/08/2019 11:00,749,23,20,28,640,7.4
09/08/2019 10:00,745,23,19,27,650,7.2
09/08/2019 09:00,749,25,21,29,650,8.4
09/08/2019 08:00,749,24,20,29,660,8.5
09/08/2019 07:00,749,25,21,30,660,8.9
09/08/2019 06:00,752,27,23,32,670,10
09/08/2019 05:00,752,24,20,29,660,8.4
09/08/2019 04:00,756,23,19,28,660,7.9
09/08/2019 03:00,759,24,20,29,660,8.4
09/08/2019 02:00,762,24,20,28,660,8.1
09/08/2019 01:00,762,23,19,28,660,7.8
09/08/2019 00:00,766,23,19,28,660,7.9
09/07/2019 23:00,769,24,20,29,660,8.5
09/07/2019 22:00,772,22,19,27,660,7.4
09/07/2019 21:00,772,23,19,27,670,7.7
09/07/2019 20:00,772,21,18,26,670,6.9
09/07/2019 19:00,772,22,18,26,670,7.2
09/07/2019 18:00,776,19,16,23,670,5.6
09/07/2019 17:00,779,20,16,24,660,5.9
09/07/2019 16:00,779,19,16,23,660,5.5
09/07/2019 15:00,783,22,18,26,660,7.0
09/07/2019 14:00,783,22,18,26,660,7.2
09/07/2019 13:00,786,21,18,26,660,6.7
09/07/2019 12:00,793,22,18,26,660,7.1
09/07/2019 11:00,793,24,21,29,650,8.3
09/07/2019 10:00,793,25,21,29,650,8.6
09/07/2019 09:00,793,24,21,29,660,8.4
09/07/2019 08:00,789,25,21,30,660,9.0
09/07/2019 07:00,789,25,21,29,660,8.7
09/07/2019 06:00,793,26,22,31,650,9.1
09/07/2019 05:00,793,24,20,29,660,8.2
09/07/2019 04:00,793,25,21,30,660,8.9
09/07/2019 03:00,793,25,21,29,660,8.5
09/07/2019 02:00,793,24,20,29,660,8.3
09/07/2019 01:00,793,23,20,28,660,7.8
09/07/2019 00:00,796,24,20,29,660,8.3
09/06/2019 23:00,800,23,19,27,660,7.4
09/06/2019 22:00,800,24,20,29,660,8.2
09/06/2019 21:00,800,21,17,25,660,6.2
09/06/2019 20:00,800,22,19,26,660,7.1
09/06/2019 19:00,803,22,19,27,660,7.2
09/06/2019 18:00,803,20,17,24,660,6.2
09/06/2019 17:00,803,23,19,27,660,7.4
09/06/2019 16:00,803,23,19,27,660,7.5
09/06/2019 15:00,803,23,19,27,660,7.6
09/06/2019 14:00,803,23,19,27,660,7.5
09/06/2019 13:00,803,23,19,28,660,7.7
09/06/2019 12:00,803,23,19,27,660,7.6
09/06/2019 11:00,803,26,22,31,660,9.4
09/06/2019 10:00,803,24,20,28,660,8.0
09/06/2019 09:00,800,26,22,31,660,9.7
09/06/2019 08:00,796,27,23,32,660,10
09/06/2019 07:00,796,25,21,30,660,9.0
09/06/2019 06:00,793,28,23,33,660,11
09/06/2019 05:00,793,24,20,29,660,8.6
09/06/2019 04:00,793,23,19,28,660,7.8
09/06/2019 03:00,793,24,20,29,660,8.5
09/06/2019 02:00,793,25,21,30,660,8.8
09/06/2019 01:00,793,23,20,28,660,7.9
09/06/2019 00:00,793,24,20,28,660,8.2
09/05/2019 23:00,796,23,20,28,660,7.9
09/05/2019 22:00,800,24,20,29,660,8.3
09/05/2019 21:00,800,24,20,29,660,8.5
09/05/2019 20:00,800,23,19,27,660,7.6
09/05/2019 19:00,803,22,18,26,660,7.1
09/05/2019 18:00,807,23,19,27,660,7.5
09/05/2019 17:00,807,21,18,25,660,6.6
09/05/2019 16:00,810,20,16,24,660,5.8
09/05/2019 15:00,810,22,18,26,660,6.9
09/05/2019 14:00,814,23,19,27,660,7.5
09/05/2019 13:00,817,21,17,25,660,6.3
09/05/2019 12:00,817,22,18,26,660,6.9
09/05/2019 11:00,814,22,18,26,660,7.0
09/05/2019 10:00,814,24,20,29,660,8.3
09/05/2019 09:00,814,23,19,28,660,7.7
09/05/2019 08:00,810,26,22,31,660,9.7
09/05/2019 07:00,810,26,22,31,660,9.3
09/05/2019 06:00,807,28,23,33,660,11
09/05/2019 05:00,803,27,23,32,660,10
09/05/2019 04:00,803,25,21,30,660,9.1
09/05/2019 03:00,796,25,21,29,660,8.7
09/05/2019 02:00,796,26,22,30,660,9.2
09/05/2019 01:00,793,23,19,27,660,7.6
09/05/2019 00:00,793,27,23,32,660,10
09/04/2019 23:00,789,25,21,30,660,9.0
09/04/2019 22:00,786,25,21,29,660,8.7
09/04/2019 21:00,783,22,18,26,660,7.1
09/04/2019 20:00,783,23,20,28,660,8.0
09/04/2019 19:00,783,23,19,27,660,7.6
09/04/2019 18:00,786,22,18,26,660,7.1
09/04/2019 17:00,786,22,19,27,660,7.4
09/04/2019 16:00,789,23,19,27,660,7.7
09/04/2019 15:00,789,24,20,29,660,8.4
09/04/2019 14:00,796,24,20,28,660,8.0
09/04/2019 13:00,800,27,22,32,660,9.9
09/04/2019 12:00,807,27,23,32,660,10
09/04/2019 11:00,814,24,20,29,660,8.4
09/04/2019 10:00,817,25,21,30,660,8.8
09/04/2019 09:00,821,26,22,31,650,9.5
09/04/2019 08:00,821,26,22,31,650,9.6
09/04/2019 07:00,821,27,22,31,650,9.7
09/04/2019 06:00,824,26,22,31,650,9.6
09/04/2019 05:00,821,26,22,31,650,9.4
09/04/2019 04:00,824,26,22,31,650,9.2
09/04/2019 03:00,824,26,22,31,650,9.4
09/04/2019 02:00,824,27,22,32,650,9.7
09/04/2019 01:00,828,24,20,29,650,8.2
09/04/2019 00:00,828,25,21,30,660,9.0
09/03/2019 23:00,828,25,21,29,660,8.7
09/03/2019 22:00,824,25,21,30,660,8.9
09/03/2019 21:00,828,22,18,26,660,7.0
09/03/2019 20:00,828,23,19,28,660,7.7
09/03/2019 19:00,828,23,19,28,660,7.7
09/03/2019 18:00,824,23,19,27,660,7.6
09/03/2019 17:00,821,23,19,27,650,7.3
09/03/2019 16:00,821,24,20,28,650,7.8
09/03/2019 15:00,824,24,20,28,650,7.8
09/03/2019 14:00,821,26,22,31,650,9.0
09/03/2019 13:00,800,29,24,34,650,11
09/03/2019 12:00,789,23,20,28,660,7.8
09/03/2019 11:00,789,24,21,29,660,8.6
09/03/2019 10:00,789,25,21,30,660,9.0
09/03/2019 09:00,786,24,20,29,660,8.5
09/03/2019 08:00,779,25,21,30,670,9.2
09/03/2019 07:00,779,29,25,35,660,12
09/03/2019 06:00,779,26,22,31,670,9.8
09/03/2019 05:00,779,25,21,30,670,9.1
09/03/2019 04:00,779,26,22,31,670,9.7
09/03/2019 03:00,779,25,21,30,670,9.4
09/03/2019 02:00,776,26,22,31,670,10
09/03/2019 01:00,776,25,21,30,670,9.2
09/03/2019 00:00,776,23,20,28,670,8.2
09/02/2019 23:00,776,25,21,29,670,8.9
09/02/2019 22:00,776,23,20,28,670,8.1
09/02/2019 21:00,776,22,19,27,670,7.6
09/02/2019 20:00,776,21,18,25,670,6.7
09/02/2019 19:00,776,22,19,27,670,7.5
09/02/2019 18:00,776,24,20,29,670,8.4
09/02/2019 17:00,779,24,20,28,660,8.3
09/02/2019 16:00,783,24,20,29,670,8.6
09/02/2019 15:00,786,25,21,29,660,8.8
09/02/2019 14:00,793,23,19,27,660,7.7
09/02/2019 13:00,796,24,20,28,660,8.2
09/02/2019 12:00,800,23,19,27,660,7.6
09/02/2019 11:00,800,24,20,29,660,8.4
09/02/2019 10:00,800,25,21,30,660,9.1
09/02/2019 09:00,800,25,21,30,660,9.0
09/02/2019 08:00,800,28,23,33,660,11
09/02/2019 07:00,796,29,25,35,660,12
09/02/2019 06:00,796,29,25,35,660,12
09/02/2019 05:00,796,28,23,33,660,11
09/02/2019 04:00,793,29,24,34,660,12
09/02/2019 03:00,793,28,24,34,660,11
09/02/2019 02:00,793,27,23,32,660,10
09/02/2019 01:00,789,28,24,33,660,11
09/02/2019 00:00,789,26,22,31,670,10
09/01/2019 23:00,789,27,23,32,670,10
09/01/2019 22:00,786,26,22,31,660,9.9
09/01/2019 21:00,786,27,23,32,670,11
09/01/2019 20:00,779,26,22,31,670,10
09/01/2019 19:00,779,28,24,34,670,11
09/01/2019 18:00,779,29,25,35,670,12
09/01/2019 17:00,779,28,23,33,660,11
09/01/2019 16:00,779,28,23,33,660,11
09/01/2019 15:00,779,27,23,32,660,10
09/01/2019 14:00,783,28,24,33,660,11
09/01/2019 13:00,786,29,24,34,660,11
09/01/2019 12:00,793,26,22,31,660,9.8
09/01/2019 11:00,793,29,24,34,660,12
09/01/2019 10:00,796,27,23,33,660,11
09/01/2019 09:00,800,27,23,32,660,10
09/01/2019 08:00,800,29,25,35,660,12
09/01/2019 07:00,800,27,23,32,660,11
09/01/2019 06:00,800,27,22,32,660,10
09/01/2019 05:00,800,29,24,34,660,12
09/01/2019 04:00,803,29,24,34,660,11
09/01/2019 03:00,803,27,23,32,660,10
09/01/2019 02:00,803,26,22,31,660,9.7
09/01/2019 01:00,803,28,23,33,660,11
09/01/2019 00:00,807,24,20,29,660,8.6
08/31/2019 23:00,807,25,21,30,660,9.1
08/31/2019 22:00,810,25,21,30,660,9.2
08/31/2019 21:00,810,23,19,27,660,7.6
08/31/2019 20:00,810,26,22,31,660,9.6
08/31/2019 19:00,810,26,22,31,660,9.9
08/31/2019 18:00,814,26,22,31,660,9.7
08/31/2019 17:00,814,29,24,34,660,11
08/31/2019 16:00,817,27,23,33,660,11
08/31/2019 15:00,817,25,21,29,660,8.7
08/31/2019 14:00,817,25,21,30,660,9.0
08/31/2019 13:00,824,26,21,30,660,9.1
08/31/2019 12:00,828,25,21,30,660,8.8
08/31/2019 11:00,821,27,23,32,660,10
08/31/2019 10:00,828,28,24,33,660,11
08/31/2019 09:00,828,28,24,34,650,11
08/31/2019 08:00,831,28,23,33,650,11
08/31/2019 07:00,831,27,23,33,650,10
08/31/2019 06:00,831,28,24,33,650,11
08/31/2019 05:00,835,28,23,33,650,10
08/31/2019 04:00,835,28,24,33,650,11
08/31/2019 03:00,838,29,24,34,650,11
08/31/2019 02:00,838,27,23,32,650,10
08/31/2019 01:00,845,28,24,33,650,11
08/31/2019 00:00,845,27,23,32,650,9.9
08/30/2019 23:00,849,27,23,32,650,10
08/30/2019 22:00,852,25,21,30,650,8.7
08/30/2019 21:00,856,26,22,31,650,9.3
08/30/2019 20:00,859,27,23,32,650,9.8
08/30/2019 19:00,859,28,23,33,650,10
08/30/2019 18:00,859,25,21,30,650,8.7
08/30/2019 17:00,863,25,21,30,650,8.8
08/30/2019 16:00,863,29,24,34,650,11
08/30/2019 15:00,870,26,22,31,650,9.2
08/30/2019 14:00,874,25,21,30,650,8.6
08/30/2019 13:00,874,26,22,31,650,9.2
08/30/2019 12:00,877,25,21,30,650,8.9
08/30/2019 11:00,881,28,23,33,650,10
08/30/2019 10:00,881,31,26,36,650,12
08/30/2019 09:00,881,29,24,34,650,11
08/30/2019 08:00,881,29,24,34,650,11
08/30/2019 07:00,884,29,24,34,650,11
08/30/2019 06:00,888,29,25,34,650,11
08/30/2019 05:00,884,28,23,33,650,10
08/30/2019 04:00,884,28,24,33,650,11
08/30/2019 03:00,888,27,23,32,650,10
